,job_title,company_name,city,state,zipcode,neighborhood,description,salary,link
149,Data Scientist,BERG LLC,Framingham,MA ,01701, ,"NO AGENCIES - PLEASE!!! Position Summary: The Digital Health team is seeking a highly motivated, meticulous and detail-oriented individual for a multi-disciplinary team. The candidate will be instrumental in analyzing and making inferences from healthcare big data and must be goal oriented and should have strong background in statistics, epidemiology and possess some programming skills. The candidate should also be a quick learner, flexible and able to adapt to needs of the project. Responsibilities: Execution of meticulous and well thought out data analysis for building predictive algorithms on healthcare big data Development and execution of data analysis protocols to support company's discovery pipeline Detailed documentation of data analysis methods and findings Presentation of scientific results internally and externally Preparation and submission of scientific manuscripts for review and publication Other duties, as assigned Qualifications: Requires a Ph.D. in Statistics, Epidemiology, Public Health, Data Science or related field Experience working with healthcare claims, pharmacy and electronic medical record data (EMR) is a highly desirable. Strong skills in statistics and study design. Proficiency in R and ability to work in Linux environment are required Experience with SQL, Hadoop, Python is preferred Proven experience in applying Data Science methodologies to extract, process and transform data from multiple sources Proven ability to find creative, practical solutions to complex problems. Excellent communication and interpersonal skills combined with superior and proven track record of technical and organizational skills. Ability to multitask and work in a team-oriented environment", ,12aa92841745dc54
150,Research Data Analyst /DAY/40 HRS/BWH NEUROLOGY,Brigham & Women's Hospital(BWH),Boston,MA ,02115,Fenway-Kenmore area,"Under supervision, and within established departmental and hospital policies and procedures, is responsible for performing a variety of general and technical duties to support the research activities within the Translational Neuroimmunology Research Center (TNRC) in the Ann Romney Center for Neurologic Diseases (ARCND). The data analyst is to provide expertise to acquire, manage, manipulate, analyze data, and report the results. Data capture and reporting in collaboration with others will be a daily activity.   Qualifications  PRINCIPAL DUTIES:    a. To assist in data analysis related to the research of Multiple Sclerosis and   other Autoimmune diseases   b. Assist with data processing, archiving, storage and computer analysis   c. Create analysis datasets from an Oracle database   d. Oversee data cleaning and manipulation   e. Perform statistical analysis utilizing SAS, STATA, or R   f. Identify, analyze and interpret trends or patterns in complex data sets   g. Perform data entry when needed or required   h. Develop graphs, reports and presentations of project results   i. In collaboration with others; develop and maintain databases and data   systems necessary for projects and department functions.   PREFERRED QUALIFICATIONS:  Experience with Red Cap Experience with SAS, STATA or R Programming Skills to execute queries in Oracle database and knowledge of SQL and XML At least 2 years in a research setting looking at multiple sclerosis or neurological data MPH in epidemiology, biostatistics or a related field SKILLS/ABILITIES/COMPETENCIES REQUIRED:  Proficiency in Microsoft Office suite, including Excel and Access Bachelor’s or master’s degree, preferable in Information Management, Healthcare Information, Computing, Mathematics, Statistics or related fields Proficiency with statistics in order to communicate easily with other statisticians WORKING CONDITIONS:  Office space environment and occasional clinical center exposure. EEO Statement  Brigham and Women’s Hospital is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, creed, sex, sexual orientation, gender identity, national origin, ancestry, age, veteran status, disability unrelated to job requirements, genetic information, military service, or other protected status.  Primary Location: MA-Boston-BWH Longwood Medical Area Work Locations: BWH Longwood Medical Area 75 Francis Street Boston 02115 Job: Business and Systems Analyst Organization: Brigham & Women's Hospital(BWH) Schedule: Full-time Standard Hours: 40 Shift: Day Job Employee Status: Regular Recruiting Department: BWH Neurology Job Posting: Aug 6, 2019", ,89fce3f39c2b9b7a
151,Machine Learning Research Scientist,DeepHealth,Cambridge,MA, , ,"DeepHealth is a digital health start-up company based in Cambridge, MA engaged in applying state-of-the-art deep learning techniques to improve medical imaging interpretation. We believe the most exciting problems in machine learning are in healthcare, where the development and translation of novel methods has the potential to save patient lives. As a Machine Learning Research Scientist, you will play a key role in architecting and improving our deep learning algorithms in application to novel datasets. We strongly believe in open research, and your efforts will lead to publications, with the ultimate goal of incorporation into final products.  Preferred Qualifications PhD in Machine Learning, Computer Science, or relevant quantitative discipline Strong publication track-record Up-to-date knowledge of trends and recent advances in machine learning Strong programming skills in python Expertise in machine learning techniques and deep learning libraries (e.g., TensorFlow, PyTorch, etc) Data science experience using real-world data Contact Us for More Information We're always looking for talented, motivated individuals to join our team - get in touch! careers@deep.health Contact Us About This Position We're always looking for talented, motivated individuals to join our team - get in touch! careers@deep.health", ,3c9c01b7c736b54e
152,Scientist I/II - Biology,Goldfinch Bio,Cambridge,MA, , ,"Goldfinch Bio is a biotechnology company that is singularly focused on discovering and developing precision therapies for patients with kidney disease. Just as the goldfinch has long been a symbol of healing and renewal, as well as a prominent figure of the Renaissance, Goldfinch Bio is leading a new age of therapeutic discovery to transform the treatment paradigm for people with kidney disease. Goldfinch was launched in 2016 by Third Rock Ventures, and is headquartered in Cambridge, MA. For more information, please visit www.goldfinchbio.com.  The Scientist I/II should have strong image acquisition and image analysis skills across a variety of different systems. They will develop, implement and execute in vitro assays required for the advancement of high priority projects and Goldfinch Bio's Product Engine. This position is part of a close-knit team focused on developing cutting edge assays for target validation and compound screening using in vitro models including human-derived kidney organoids.  Development and implementation of a diverse set of cellular assays used to support lead discovery and target validation with an emphasis on image-based assays Develop image analysis methods and maintain imaging systems Design, execute, troubleshoot, and interpret biological experiments in support of program objectives in partnership with scientific leadership Interact and communicate results and conclusions to the biology team and cross-functional project team Contribute significantly to tissue culture work required for pipeline 2D and 3D cellular models  B.S. or M.S. in cell and/or molecular biology with minimum of 5 years of pharmaceutical/Industry experience required; PhD with a minimum of 2 years of pharmaceutical/Industry experience required Significant experience in confocal imaging, high-content imaging; stereology experience desirable cryo- and/or paraffin-sectioning histological and immunofluoimmunrescence techniques variety of image analysis methods (e.g. ImageJ/Fiji, Zen, Elements); familiarity with computational data analysis and/or Amira desirable but not required Experience in cell and biochemical assay development and familiarity with high-throughput screens Experience in biochemistry, molecular biology, and cell biology techniques Extensive and diverse tissue culture experience; iPSC desirable but not required Demonstrated ability to thrive in a team environment Some weekend work will be required", ,210998bf320cb29a
153,Front End Developer,QSimulate,Cambridge,MA, , ,"Who we areQSimulate is a highly motivated group of scientists and software engineers looking to bring the power of quantitative simulations to solve pressing problems in the chemical and pharmaceutical industries. We provide simulation platforms that minimize the time-to-solution, return substantive quantitative data, and automate complex workflows.Who you areYou have experience in web development for client side interaction with appreciation for the security of user data. You are enthusiastic about making an impact on society by creating cutting-edge software infrastructure. You are empathetic and can view your own work through the eyes of a non-specialist. You can articulate concepts in a concise and straightforward manner and are willing to share knowledge freely.Job Duties Include-Development of the QSimulate front end that interfaces users and cloud simulation platforms, including multi-user profile authentication platform and 3D graphical user interfaces.-Create an environment that encourages customers to build complex workflows-Developing automation tools for internal AI-driven R&DSoft SkillsWilling to learn, confident in decision making, self-aware, dependable, ambitious, and honest; Builds doors through barriers to create a better world.Hard SkillsHTML5, CSS3, JavaScript (Node.js, jQuery, etc.), Python, SQL.Degree in computer science or the physical sciences or 3 years of experience in web programming is required.Please include:A cover letterA resumeA link to a website and/or code samples hosted on publicly accessible repositoriesJob offer is contingent upon verification of identity and confirmation of work authorization.We believe science and technology are a force for the betterment of all people in society. To us this means that diversity and representation matter. QSimulate is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to color, ethnicity, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status.Job Type: Full-timeSalary: $80,000.00 to $120,000.00 /yearExperience:Web Development: 3 years (Required)Education:Bachelor's (Preferred)Work Location:One locationBenefits:Health insuranceFlexible scheduleRetirement planThis Company Describes Its Culture as:Team-oriented -- cooperative and collaborativeDetail-oriented -- quality and precision-focusedInnovative -- innovative and risk-takingSchedule::Monday to FridayOvertime","$80,000 - $120,000 a year",146848b5a8e07dd5
154,Translational Research Scientist (with proteomic mass spec e...,Novartis,Cambridge,MA, , ,"#1! That’s the ranking that Fast Company gave Novartis in their 2018 list of ‘The World’s Most Innovative Companies’. The Novartis Institutes for BioMedical Research (NIBR) is the innovation engine of Novartis. We collaborate across scientific and organization boundaries, focusing on powerful new technologies that have the potential to help produce therapeutic breakthroughs from patients.   We seek a creative and collaborative scientist to join the Exploratory Translational Profiling group in Disease Area X and contribute to advancing novel therapeutics by enabling the discovery and validation of novel biomarkers. In this role, you will focus on discovery and targeted proteomics of clinical samples from well-designed disease cohorts, applying competitive edge mass spectrometry and aptamer/antibody-based approaches.   Your responsibilities will include:  Developing and employing novel approaches to identify, profile and quantify biomarkers in clinical samples to support translational research across multiple therapeutic areas of unmet medical need, including hepatology, nephrology and benign hematology Establishing quantitative mass spectrometry and antibody/aptamer assays for measuring proteins in complex biological matrices (plasma, serum, urine, CSF), including data processing and analyses in support of translation to clinical validation /qualification Playing a key role in an interdisciplinary team of translational research/medical scientists, biologist and computational scientistsParticipating in alliances with external partners at top healthcare institutions, with the opportunity to publish your work [#video#https://www.youtube.com/watch?v=Mo1vwtVPVA0{#400,300#}#/video#]  What you will bring to the role:  BS with +7 years experience or MS with +3 years experience in relevant scientific area.Proven experience with instrumentation and techniques in mass spectrometry and nano-HPLC is required with experience in targeted and global proteomic profiling.Excellent communication, good organizational skills, capacity to multi-task and the ability to work in a fast-paced, team-oriented environment are essential. Additional desirable attributes include, but are not limited to:  Translational research and industry working experience, including the handling of clinical samples and dataFamiliarity with developing quantitative antibody/aptamer-based assays with orthogonal detection methods Why consider Novartis?  750 million. That’s how many lives our products touch. And while we’re proud of that fact, in this world of digital and technological transformation, we must also ask ourselves this: how can we continue to improve and extend even more people’s lives?  We believe the answers are found when curious, courageous and collaborative people like you are brought together in an inspiring environment. Where you’re given opportunities to explore the power of digital and data. Where you’re empowered to risk failure by taking smart risks, and where you’re surrounded by people who share your determination to tackle the world’s toughest medical challenges.  We are Novartis. Join us and help us reimagine medicine.  The Novartis Group of Companies are Equal Opportunity Employers and take pride in maintaining a diverse environment. We do not discriminate in recruitment, hiring, training, promotion or any other employment practices for reasons of race, color, religion, gender, national origin, age, sexual orientation, marital or veteran status, disability, or any other legally protected status.", ,9654c78756072004
155,"Scientist, Neurodegenerative Diseases",Novartis,Cambridge,MA, , ,"50 million people worldwide are directly affected by Neurodegenerative diseases. These diseases, including Alzheimer’s disease, Parkinson’s disease and various other rare genetic disorders, stop patients from participating in productive, active lives, connected to their families and friends. Here, at the Neuroscience department at Novartis Institutes for Biomedical Research, we are looking for a highly motivated research scientist to join a vibrant multidisciplinary team committed to finding and improving treatments to better the lives of these patients. Successful candidate will be responsible for advancing the cutting-edge drug discovery efforts.  Responsibilities: Design, conduct, and analyze experiments to generate high quality data for drug candidate optimization and validation.Develop disease-relevant cellular assays to unravel underlying disease biology and guide drug discovery activities.Critically analyze data and effectively present results to the multidisciplinary project team and Neuroscience Department as required.Keep accurate and complete records of data using Novartis data handling software/pipeline. [#video#https://www.youtube.com/watch?v=Mo1vwtVPVA0{#400,300#}#/video#]  Requires a MS degree in neuroscience, biotechnology or related field with minimum 5 years of research experience, preferably in a pharma industry setting.Strong laboratory skills, including modern molecular biology techniques and various cell-based biochemical and imaging assays. Extensive experience in mammalian cell culture methods (e.g. neuronal / glial cultures) and development of cell-based assays.Candidate must be team oriented, highly motivated with critical thinking skills, team oriented, and have excellent communication and interpersonal skills. Additional qualifications: Prior experience in neurodegeneration research is a plus.Experience with liquid handling automation systems and high-throughput assays in a biotechnology or pharmaceutical setting is a plus.Experience with prioritizing small molecule compounds using imaging, reporter, viability, or other endpoints is a plus. Why consider Novartis?  750 million. That’s how many lives our products touch. And while we’re proud of that fact, in this world of digital and technological transformation, we must also ask ourselves this: how can we continue to improve and extend even more people’s lives?  We believe the answers are found when curious, courageous and collaborative people like you are brought together in an inspiring environment. Where you’re given opportunities to explore the power of digital and data. Where you’re empowered to risk failure by taking smart risks, and where you’re surrounded by people who share your determination to tackle the world’s toughest medical challenges.  We are Novartis. Join us and help us reimagine medicine.  The Novartis Group of Companies are Equal Opportunity Employers and take pride in maintaining a diverse environment. We do not discriminate in recruitment, hiring, training, promotion or any other employment practices for reasons of race, color, religion, gender, national origin, age, sexual orientation, marital or veteran status, disability, or any other legally protected status.", ,f88d5149cb65de49
156,Associate Consultant,ZoomRx Inc.,Boston,MA, , ,"Associate Consultant (Business Analysis Team)Boston, New York or San FranciscoZoomRx is a rapidly-growing company founded upon the belief that there is important work to be done at the intersection of data, healthcare, and technology. Through transformative technology and deep consultative partnerships, we help the people behind the world’s most important therapies make a difference. We work with our clients to focus on the stuff that matters—asking the right questions, delivering thoughtful analysis, and revealing the truth within complex markets.At ZoomRx we favor collaboration over hierarchy, opt for creativity over “the way it’s always been done,” and know strategic healthcare consulting needs a fresh approach.If you feel the same, let’s work together.Position summary: What does a day look like as an Associate Consultant at ZoomRx?You will develop lasting, fulfilling relationships with our clients through compelling, data-driven strategic thought-partnerships and impeccable operational leadershipYou will play an important role on an international team of consultants and data scientists; these teams are optimized for driving high-quality client partnership while also growing the individuals that comprise the teamWhat makes your role at ZoomRx more than just a job?You will contribute to the evolution of a thriving, growing company; we want you to help us see data in a new way, help us tell better stories, and/or help us do something completely newYou will have wide-reaching creative and operational control; we believe that collaboration is much more effective than hierarchy, so our teamwork is designed to empower those with less experience and utilize those with moreWhat does ZoomRx do?ZoomRx utilizes a fully-integrated suite of a premier consulting team, community of loyal healthcare professionals, and innovative technology platform to provide better answers for biopharmaceutical clients’ most challenging strategic questionsWith a core focus in full-service primary market research and data analytics, ZoomRx uniquely leverages its proprietary mobile technology platform and diverse network of physicians, patients and payers to deliver vibrant, multi-dimensional insights to its clientsWe support our clients as they drive value across the entire product lifecycle; our work includes helping clients: launch new therapies, optimize promotional efforts, defend against competitive pressure, shape marketing strategies, make acquisition/licensing decisions, and much moreWhat do successful Associate Consultant candidates usually look like?Qualities of successful ZoomRx Associate Consultant candidates include:at least 1 year of experience in business analysis or market research focused-roleacademic background/experience working in life sciences / healthcare industryconfidence in preparing and telling data-driven and analytically-robust strategic storiesa degree in life-sciences and/or a quantitative fieldclient-facing experienceJob Type: Full-timeExperience:business analysis: 1 year (Required)Education:Bachelor's (Required)Location:Boston, MA (Preferred)Work authorization:United States (Required)Additional Compensation:BonusesWork Location:One location", ,3036257274d70543
157,Perception Scientist for Marine Autonomy,Sea Machines Robotics Inc.,Boston,MA, , ,"Sea Machines is a fast-growing startup specializing in autonomous technology for marine vessels. We’re passionate about applying practical A.I. to the massive global ocean transportation market. Our products provide ships and workboats the intelligence to work remotely and give maritime operators the tools to effectively communicate with them. Based in Boston and operating globally, the company is crewed by an experienced team of mariners, engineers, coders, and autonomy scientists. Our culture is dynamic, collaborative and biased towards execution.Sea Machines is venture-funded and we’ve introduced our first product, the Sea Machines 300. We’re located on the East Boston waterfront in historic Jeffries Point, with quick access to the T and water taxis.Job SummaryWe are seeking a Perception Scientist with deep learning and computer vision experience to actively push the next stage of perception R&D at Sea Machines which tackles the exciting challenges of moving the world’s fleets to the era of autonomous operations. This role will focus on developing state-of-arts algorithms on marine vessels to perform real time performance in conjunction with the existing R&D perception team. currently looking at multimodal sensor fusion of live data streams (AIS, radar, LiDAR, etc.). A focus will be on, object detection, object tracking, semantic segmentation, and sensor fusion from large scale data with multi-sensor data streams (AIS, Radar, LiDAR, visible cameras, thermal cameras, etc.).Responsibilities and DutiesDesign, development and integration of high quality perception technology including objects detection, object tracking and semantic segmentation on SMR vesselsAnalyze real world data and perform performance evaluation of delivered technologyDevelop start-of-arts prototype and implement high quality C++ applications into the existing Sea Machines autonomy systemMaintain software documentation and assist in the development of user documentationParticipate in field testing & trials.Document and communicate bugs & issues encountered during testing & trials.Participate as a multi-disciplinary engineering team member including team meetings, stand-ups & quality reviews.Work cross-functionally with technical teams developing autonomy, communications, perception, system interfaces and hardware to execute functional testing, system integration verification and performance validation on new products in automated simulation and in vessel trials.Develop collaborative relationships and work closely with suppliers, engineering, operations, sales team and customers.Qualifications and SkillsAdvanced degree in Computer Science, Electrical Engineering, or related fields, with a publication record on relevant topics.Professional experience with deep learning based object detection, tracking or semantic segmentation.Experience with machine learning and image processing based image classification and segmentationExperience with TensorFlow, TensorFlow Slim, Keras, Theano, GPU acceleration and CUDAProficiency developing software for complex products using C++, Python, OpenCV and MatlabExperience with large scale data analysis and regression testExperience with large data collection and organizationExperience collaborating with other functional teams to seamlessly integrate software and hardware.Understanding and appreciation of hardened industrial systemsExcellent analytical and program solving skills, excellent written and oral communication, self-starter and highly motivated.Job Type: Full-timeExperience:Postdoc: 5 years (Required)", ,98e331c4e8b8aa09
158,Data Scientist Analyst,Lincoln Financial,Boston,MA ,02109,Central area,"Alternate Locations: Boston, MA (Massachusetts); Greensboro, NC (North Carolina) Relocation assistance will be considered/provided for this opportunity within our company guidelines. Requisition #60412 About the Company Lincoln Financial Group, a Fortune 250 company with over 10,000 employees, provides advice and solutions that help empower Americans to take charge of their financial lives with confidence. Our core business areas — Life Insurance, Annuities, Retirement Plan Services and Group Protection — focus on supporting, preserving and enhancing over 17 million customer’s lifestyles and retirement outcomes. Headquartered in Radnor, Pennsylvania, Lincoln Financial Group is the marketing name for Lincoln National Corporation (NYSE: LNC) and its affiliates. The company had $253 billion in assets under management as of December 31, 2017. Ranked one of the Best Large Employers in America by Forbes magazine, Lincoln Financial Group makes a serious investment in our employees’ futures through a broad range of wealth accumulation and protection plans, health and wellness programs, and career development resources designed to help each individual reach their personal and professional goals.   The Role Join the high-energy data science and business experts in Lincoln’s Life Solutions Data Analytics group as we drive business value and innovation through data. As a Data Scientist, you will support the Life In-force Optimization team by developing data insights to improve retention, generating cross-sell and up-sell opportunities, and improving the mortality experience of in-force policies. You will provide subject matter expertise and direction on complex projects/initiatives for the design, development, and delivery of advanced analytics and predictive modeling that enables the business to make data based decisions. Responsibilities Identify opportunities where data-driven solutions to complex business problems using predictive and statistical models can drive earnings while improving the customer experience. Provide expertise and collaborate with stakeholders to define data collection and analysis requirements and establish adequate business understanding to provide effective analysis. Compile and mine data from a wide variety of data repositories. Validate data accuracy, and confirm data quality and consistent use across the business. Design and execute analytic plans. Generate insights and inform business decisions using advanced analytical techniques. Translate quantitative analyses and findings into accessible visuals for non-technical audiences, clearly interpret the data and effectively communicate findings and insights to senior executives, managers, and key stakeholders. Deploy and maintain predictive models. Monitor model performance and update models. Work with key stakeholders in different functions to align and consolidate key operational performance metrics.  Education 4 Year Bachelor's degree in Mathematics, Natural Sciences, Economics, Computer Science, Engineering, Statistics, or Information Systems.  Experience Proficiency with a major programming language appropriate for data science (e.g. R, Python) to manipulate data and draw insights. 3 - 5+ years of solid experience working on different data sources and platforms. Knowledge and experience applying statistical and machine learning techniques to real business data. Ability to define problems, collect data, establish facts and draw valid conclusions. Strong relationship management skills with internal clients (e.g. senior management, peers and colleagues); proven ability to develop creative and collaborative approaches. Curiosity and demonstrated capability of quick learning on new technical and business knowledge. Flexibility and fast adaption to the changing business environment and priorities. Strong interpersonal skills with a collaborative style. Strong project management leadership skills including, critical ability to coordinate and balance multiple projects in a time-sensitive environment, under pressure, and meeting deadlines. Proficiency with Microsoft Office Suite (Word, Excel, PowerPoint, Outlook). Actuarial working experience or knowledge and experience in the insurance industry is desirable.  #LI-CA1   This position may be subject to Lincoln’s Political Contribution Policy. An offer of employment may be contingent upon disclosing to Lincoln the details of certain political contributions. Lincoln may decline to extend an offer or terminate employment for this role if it determines political contributions made could have an adverse impact on Lincoln’s current or future business interests, misrepresentations were made, or for failure to fully disclose applicable political contributions and or fundraising activities. Any unsolicited resumes/candidate profiles submitted through our web site or to personal e-mail accounts of employees of Lincoln Financial Group are considered property of Lincoln Financial Group and are not subject to payment of agency fees. Lincoln Financial Group (“LFG”) is an Equal Opportunity employer and, as such, is committed in policy and practice to recruit, hire, compensate, train and promote, in all job classifications, without regard to race, color, religion, sex (including pregnancy), age, national origin, disability, sexual orientation, gender identity and expression, veterans status, or genetic information. Applicants are evaluated on the basis of job qualifications. If you are a person with a disability that impedes your ability to express your interest for a position through our online application process, or require TTY/TDD assistance, contact us by calling 260-455-2558. #P3  Nearest Major Market: Boston  Job Segment: Database, Data Analyst, Information Systems, Computer Science, Actuarial, Technology, Data, Insurance", ,0873f4263546b21a
159,Data Scientist,"MIB Group, Inc.",Braintree,MA ,02184, ,"POSITION SUMMARY: MIB is committed to providing valued-added services to customers and improving efficiency through enhanced capabilities in data and advanced analytics. As an integral part of this long-term strategy, this role is critical to improving operations, expanding product offerings, and servicing the life insurance industry.MINIMUM QUALIFICATIONS AND REQUIREMENTS:Education: A master’s degree in a quantitative field such as statistics, mathematics, computer science, engineering, and physics. Ph.D is a plus.Experience: 2 – 6 years of relevant experience in insurance, banking or other financial industriesSkills:o Must be proficient in SQLo Must be expert in at least one of the following - R, Python, SASo Preferred additional skills include VBA, EXCEL, ACCESS, SQL Server, DB2, PostgreSQL, UNIX, LINUX, C, C++, JAVA, JavaScript, SparkIn-depth knowledge of statistical techniques including:o GLM (multiple regression, logistic regression, log-linear regression, and variable selection)o Multivariate analysis - Clustering, factor, principal componento Time series forecastingo Survival analysis, and so on.Understanding of Machine learning (e.g. random forests, support vector machines, gradient boosting, etc.), Natural Language Processing and Deep Learning (e.g. CNN) techniquesExperience in building predictive models using large datasetsExperience with data ETL, ability to overcome challenges in a fragmented data environment and ensuring data qualityExperience applying advanced analytics to solve business problems and drive business resultsKnowledge of life, health, property/casualty insurance principlesTrack record in meeting deadlinesStrong verbal and written communication skills with demonstrated ability to explain technical results to technical and non-technical audiencesGENERAL DUTIES AND RESPONSIBILITIES:(This is a representative list of the general duties the position may be asked to perform, and is not intended to be all-inclusive)Collaborate with business partners and customers to understand business needs, assess opportunities and assist in new product developmentApply advanced analytics skills and business knowledge to design and develop analytic solutions for internal and external customersPerform data ETL, query, merge, sampling, and quality checks on large datasets from diverse sourcesPerform variable reduction, selection, clustering, imputation, grouping, and customizationSelect analytic technique(s) most appropriate for the problem (e.g GLM, survival analysis, time series, multivariate analysis, ML, NLP, and DL etc.) and develop candidate modelsPerform model validation to compare lift, accuracy, reliability and stability of models, and select the final solutionWork with deployment team to implement final models in productionDevelop performance metrics, automate monitoring procedures, and update models as needed;Develop visualization and present analytic results to business partners, senior management and customersStay current with the latest analytical skills, technological innovations and insurance developments; serve as a mentor to other teammatesTIME ALLOCATION:15% - Data exploration and preparation50% - Developing and implementing analytics solutions10% - Model monitoring and maintenance15% - Ad hoc research and training10% - Customer support and other duties**This position does not offer any type of relocation nor do we provide any type of sponsorship.All Associates (whether full-time, part-time, or temporary), Interns, Subcontractors, and Service Providers are to follow the Information Security Program to:Ensure the security of Protected Information;Protect against anticipated threats or hazards to the security or integrity of Protected Information; andProtect against unauthorized access to or use of Protected Information in a manner that creates a substantial risk of a security breach, identity theft or fraud. Associates must contact the Help Desk immediately in the event of or suspicion of a security event (e.g., lost or stolen equipment, sensitive information disclosure, etc.)This job description does not include a comprehensive list of all duties the associate may be asked to perform in the course of the business day or may be assigned as part of the position. Other duties may be assigned as appropriate based on MIB business needs.Job Type: Full-timeExperience:relevant predictive analytics: 2 years (Required)insurance industry: 2 years (Required)hands on data/analytics: 4 years (Preferred)Education:Master's (Required)Work authorization:United States (Required)Additional Compensation:BonusesWork Location:One locationBenefits:Health insuranceDental insuranceVision insuranceRetirement planPaid time offFlexible scheduleProfessional development assistanceTuition reimbursementParental leave", ,c920345674fcc072
160,Data Scientist,BD,Boston,MA, , ,"Job Description Summary Digital Health is a business unit within Becton Dickinson charged with building innovative new product lines. The goal of Digital Health is to work alongside highly successful business units and bring software into their portfolios. Digital Health is bringing agile software practices into a leading global medical technology company - pushing the boundaries of the industry, the business and the products. Our Digital Health innovation center is located in the Boston area to rapidly prototype and then commercialize new concepts in digital health. Over time, Digital Health will spawn multiple products and services, which enable consumer engagement, better health outcomes, and stickiness for BD products. Job Description Why Is This Role Critical? As a data scientist, you will be responsible for building and delivering innovative new products to market. Users worldwide will use what you help build. Your focus on lean software practices and delivering quality products will be critical in the success of Digital Health and our mission of transformation. You will be making a real difference in making healthcare more efficient, safer and more effective. Key Roles and Responsibilities Responsible for development, validation, and implementation of predictive models, learning algorithms, and analytics based on device data that lead to clinically and economically relevant impact of smart device platforms Development and application of appropriate quantitative methods (predictive models, statistical methods, etc.) for multiple integrated complex data streams Assessment of the value of various data streams for the particular application. Principal technical contributor to the development of scientifically informed analytics engines. Use predictive modeling and automated data interpretation to make meaning of complex data and thus support patient and clinical decision making. Resident expert on predictive modeling/machine learning Resident expert on statistical analyses Qualifications A minimum of a Bachelor's degree in Computer Science, Mathematics or Physics A minimum of 5 years of relevant experience is required. Developing quantitative methods for application-driven analysis of complex data streams Expertise in one of more relevant statics/modeling languages Experience applying predictive modeling and/or machine learning methods to real-world systems Strong data visualization and technical communication abilities Preferred Masters Degree preferred Experience working with healthcare or medical data Start-up experience Primary Work Location USA MA - Andover Additional Locations Work Shift", ,4631c716fc96075a
161,Assessment Scientist,MIT,Cambridge,MA ,02142,East Cambridge area,"Working at MIT offers opportunities, an environment, a culture – and benefits – that just aren’t found together anywhere else. If you’re curious, motivated, want to be part of a unique community, and help shape the future – then take a look at this opportunity.  ASSESSMENT SCIENTIST, Open Learning-Playful Journey Lab, to play a major role in developing and supporting the lab’s vision of playful assessment and growing the body of work in development and research. Will contribute deeply on certain projects (e.g., game-based assessment, embedded assessment in hands-on learning using multimodal data), develop assessments, and work closely with teachers for implementation and data collection; contribute more broadly on a larger set of projects, ensuring the rigor and validity of assessments; and help build capacity among the lab’s designers, researchers, and data scientists to deepen its understanding of assessment science as a whole. Responsibilities include designing and developing assessments that are playful, student-centered, and authentic; researching and validating assessment models; managing projects and coordinating staff through the design, research, analysis, and dissemination phases; and engaging in a playful assessment community of educators to learn from teacher practices and conduct professional development.  The Playful Journey Lab develops playful ways to support future-ready skills through innovative assessment and learning designs. Its approach is student-centered, authentic, and performance-based, empowering learners to take ownership of their own learning pathways and supporting teachers to build capacity in assessment design. Its interdisciplinary team collaborate on designing, implementing, and researching assessment tools to create tools for lifelong learning experiences.  A full description is available at https://openlearning.mit.edu/about/jobs.  Job Requirements  REQUIRED: Ph.D. in assessment design, psychometrics, learning analytics, educational data mining, learning sciences, instructional design, cognitive psychology, or related area; five years’ assessment research experience; experience developing and validating authentic assessments, simulations/games, and educational technologies; experience teaching or working closely with K-12 educators; and a desire to impact the future of education. Job #17425  Additional information about the position is available from YJ Kim at yjk7@mit.edu.  This is a one year position with potential for renewal over the length of a three-year grant period.  Review of applications will begin on May 15, 2019, with the goal of starting August 1, 2019.", ,360c49e1c931ba06
