,job_title,company_name,annual_salary,city,state,zipcode,neighborhood,description,link
374,Analytical Development Scientist,Corbus Pharmaceuticals,,Norwood,MA ,02062, ,"job description  the pharmaceutical development & manufacturing function of corbus pharmaceuticals is currently seeking an experienced analytical chemist to direct, oversee and support method development and validation for chromatographic and characterization techniques carried out at our contract development and manufacturing organizations (cdmos). corbus is a virtual company that is focused on developing novel enabling science, exceptional processes and disruptive innovation in the pursuit of safe, efficient, green, and industry leading manufacturing routes to corbus assets. cross-functional collaboration and a mind-set of innovation and growth are critical to this role. our department offers an excellent opportunity to those who want to learn and grow their career while continuing to develop our shared culture of excellence. this position is not lab based. the candidate will possess: hands-on experience developing, troubleshooting, and validating analytical methods for small molecule drug substance or drug product testing including authoring protocols and reports experience performing method transfers including setting acceptance criteria and drafting transfer protocols and reports direct experience performing chemical testing of raw materials, intermediates, drug substance, and drug products working knowledge of common analytical techniques such as: hplc, gc, uv-vis, dissolution, kf, ftir, nmr, and physical characterization methods experience with following standard operating procedures (sops) and good manufacturing practices (gmps) experience performing gmp review of raw data and analytical reports excellent interpersonal, verbal, and written communication skills key responsibilities: member of a cross functional cmc team to support development of small molecule drug candidates support analytical development and validation activities at cdmos include review of development data and summary reports evaluate data to ensure compliance with analytical methods, specification criteria, and gmps contribute analytical expertise to process development and manufacturing of regulatory starting materials, drug substance and drug product review and trending of stability studies and data analysis management of external reference standard qualification and inventory prepare high quality written reports and assist in preparing regulatory submissions proactively ensure high quality of work and demonstrate initiative to take on new responsibilities  qualifications  minimum qualificationsb.s. in chemistry or equivalent with a minimum of 3 years relevant experience in a gmp environment or a m.s. in chemistry with a minimum of 2 years relevant experience in a gmp environment expertise in current instrumentation and analytical techniques knowledge of industry guidances, federal regulations, and pharmacopeia comfortable in a fast-paced environment and able to adjust based on changing priorities excellent organizational and critical thinking skills and ability to function cooperatively and effectively in a team environment  preferred: prior experience directly collaborating with contract research organizations (cros) and contract manufacturing organizations (cmos) practical knowledge of dsc, tga, xrpd, psd, lc-ms, and icp-ms experience authoring or reviewing oos investigations, deviations, and capas familiarity with stability study management and stability management software hands-on experience with analysis of oral solid dosage forms, including dissolution, blend uniformity and content uniformity prior experience with bioanalytical methods a plus additional information  all your information will be kept confidential according to eeo guidelines.",33b69b71e605a436
375,Clinical Research Coordinator I,Massachusetts General Hospital(MGH),,Boston,MA ,02114,Back Bay-Beacon Hill area,"a full-time clinical research coordinator position is available at the breast imaging center (birc) in the department of radiology of the massachusetts general hospital. our center seeks to develop, evaluate and assess advanced breast imaging techniques and to train talented and dedicated young physicians and scientists across various medical and technical disciplines related to breast imaging. the birc coordinator will support projects using novel methods of data science and analytical techniques such as machine learning. the coordinator will also be essential in working on managing an imaging based education grant used to train residents and fellows that involves pre- and post- survey assessment. duties will include all aspects of research support including administering surveys, collecting data, simple data analysis, and creating powerpoints.  principal duties and responsibilities:  the responsibilities of the research assistant are varied. the individual in this position may be required to assist with all aspects of our clinical research program including:   all aspects of management of our education program with direct reporting to the pi maintenance of well-organized records and reports management and organization of data for studies, procedural documentation, and standard operating protocols database entry, maintenance, and queries candidate will also be in communication with co-investigators and other clinical personnel.  the position offers opportunities to participate in publications and to be part of a fast-paced research environment assist with the organization of materials for publication and presentations   skills/abilities/competencies required:  interest and background in public health/medicine excellent organizational skills and ability to maintain accurate records strong written and oral english communication skills ability to work independently as well as with others  computer literacy minimal experience with stata and redcap ability to perform pubmed literature searches experience/familiarity with irb process   qualifications  education:  bachelor’s degree required.   experience:  preference for someone who has worked in public health before, who has experience with stata, redcap.     eeo statement  massachusetts general hospital is an equal opportunity employer. by embracing diverse skills, perspectives and ideas, we choose to lead. applications from protected veterans and individuals with disabilities are strongly encouraged.  primary location: ma-boston-phs - mgh work locations: phs - mgh 55 fruit street boston 02114 job: clinical organization: massachusetts general hospital(mgh) schedule: full-time standard hours: 40 shift: day job employee status: regular recruiting department: mgh radiology research job posting: aug 13, 2019",68db332782e3b746
376,"Research Scientist, Google AI (United States)",Google,,Cambridge,MA ,02142,East Cambridge area,"note: although most of our research scientists are based in mountain view, ca, we have research scientist roles available in other offices as well. please indicate your location(s) of interest in your cover letter. this role is also available in montreal, qc, canada and toronto, on, canada.   note: by applying to this position your application is automatically submitted to the following locations: cambridge, ma, usa; san francisco, ca, usa; new york, ny, usa; mountain view, ca, usa minimum qualifications:  phd in computer science, related technical field or equivalent practical experience. experience in natural language understanding, computer vision, machine learning, algorithmic foundations of optimization, data mining or machine intelligence (artificial intelligence) programming experience in one or more of the following: c, c++, python contributions to research communities and/or efforts, including publishing papers in machine learning venues (e.g: jmlr, iclr, neurips, icml, acl and cvpr)  preferred qualifications:  relevant work experience, including full time industry experience or as a researcher in a lab strong publication record ability to design and execute on research agenda. about the job research scientists at google work closely with software engineers to discover, invent, and build at the largest scale. ideas may come from internal projects as well as from collaborations with researchers at partner universities and technical institutes all over the world. from creating experiments and prototyping implementations to designing new learning algorithms, research scientists work on challenges in machine perception, data mining, machine learning, and natural language understanding. as a google research scientist, you will continue to be an active contributor to the wider research community by collaborating with academic researchers and by publishing papers.  researchers on the google ai team have the freedom to set their research agenda and to engage as much or as little as they wish with existing products, choosing between doing more basic, methodological research or more applied research as necessary to produce the most compelling results. because many of the advances we develop today may take years to become useful, the team as a whole maintains a portfolio of projects across this spectrum. it is our philosophy that making substantive progress on hard applications can help drive and sharpen the research questions we study, and in turn scientific breakthroughs can spawn entirely new applications. the google ai team’s research focuses on methods that can learn multiple layers of rich, non-linear feature extractors and can scale to large amounts of data. much of our work is best understood as part of the deep learning subfield of machine learning, but we are interested in any methods capable of efficient and effective feature learning that get good results on challenging problems. we have resources and access to projects impossible to find elsewhere. our broad and fundamental research goals allow us to collaborate closely with and–contribute uniquely to–many different product teams across the company. responsibilities participate in cutting edge research in machine intelligence and machine learning applications. develop solutions for real world, large scale problems. at google, we don’t just accept difference—we celebrate it, we support it, and we thrive on it for the benefit of our employees, our products and our community. google is proud to be an equal opportunity workplace and is an affirmative action employer. we are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or veteran status. we also consider qualified applicants regardless of criminal histories, consistent with legal requirements. see also google's eeo policy and eeo is the law. if you have a disability or special need that requires accommodation, please let us know by completing this form.",293d543ca737e716
377,Fellow Integrative Safety and Analytics,Vertex Pharmaceuticals,,Boston,MA ,02210,South Boston area,"vertex pharmaceuticals is seeking a toxicologist with expertise in knowledge management and data sciences to join its predictive and investigative safety assessment team in boston, ma. predictive and investigative safety assessment is a global function within the preclinical safety assessment (psa) department responsible for the design and conduct of comprehensive nonclinical safety programs to support discovery and advancement of novel therapies through the research pipeline. pisa is also responsible for design and execution of investigative safety studies spanning preclinical and clinical development. vertex pharmaceuticals uses cutting edge science and technology to perform robust assessments of novel therapies for the treatment of the most serious diseases with unmet medical need. our culture enables individual empowerment where “we wins”, “fearless pursuit of excellence”, “innovation is our lifeblood”, and “uncompromising commitment to patients” are more than just corporate values; they are part of our everyday lives. preclinical safety assessment scientists have a significant role in the drug development process beginning in early discovery and continuing through the entire drug development value chain resulting in successful registration and marketing approval. the incumbent for this position will be located in our global headquarters in boston, ma and will design and lead strategies for management and utilization of toxicological and related knowledge supporting safety assessment for vertex discovery and development programs targeting the root cause of serious diseases with high unmet medical need, encompassing small molecule modalities and novel nucleic acid therapeutics including gene-editing approaches. key responsibilities:  develop toxicology knowledge management, data mining and visualization strategies/platforms to enable cataloguing and exploration of internal safety data support mechanistic understanding of toxicological findings by application of text mining and semantic search approaches, biological pathway analysis and statistical analyses to internal and external data sources collaborate with modeling & informatics and other key business partners to develop mathematical and (q)sar models for prediction of toxicology endpoints and anticipate critical safety issues collaborate with colleagues in pathology, dmpk, in vitro toxicology and safety pharmacology to integrate diverse data types and sources to support predictive and investigative toxicology efforts work with the global information sciences group to implement automated information processing, design application-specific dashboards and develop infrastructure to optimize data utilization and visualization effectively communicate knowledge management and data analytics results to influence project team strategies represent psa on the vertex data strategy team grow the psa data analytics team as needed to support the growth of the vertex global portfolio #li-bs1  qualification: phd in toxicology, pharmacology or a related discipline, with an emphasis in informatics, data mining/visualization or computational pharmacology/toxicology 3-5 years pharmaceutical or chemical industry experience managing and working with large diverse chemico-biological data sets, prior post-doc experience preferred working knowledge natural language processing, text mining, relational databases and chemoinformatics techniques and software effective problem solver who is highly organized with the ability to thrive and to lead in an environment with rapidly changing priorities. strong interpersonal skills with an ability to develop solid, long term relationships and the ability to influence others.",bc9bcac64f493c1f
378,"Research Investigator, Discovery Biology",Novartis,,Cambridge,MA, , ,"400+ scientists globally. that is your opportunity for partnerships within chemical biology & therapeutics (cbt) in order to innovate the science of drug hunting. cbt in cambridge, usa is seeking to hire an investigator to join our efforts to discover novel therapeutics and drug targets. the department encompasses the full-spectrum of advanced capabilities needed to succeed in a state-of-the-art and collaborative drug discovery environment. projects will include investigator-initiated as well as team-based research with teams spanning the globe and research across diverse disease areas. your expertise could include chemical biology, high throughput biology or cell biology. your responsibilities: engage in an interdisciplinary and collaborative environment to initiate and lead new research and drug discovery projectsperform research as a contributing bench scientist, in teams within the cbt framework and influence more broadly across the novartis research communityliaise with research teams within cbt as well as across diverse disease areasdevelop relationships with external stakeholders and collaborators and represent novartis values of transparency, integrity, courage, innovation, quality and collaboration eeo statement the novartis group of companies are equal opportunity employers and take pride in maintaining a diverse environment. we do not discriminate in recruitment, hiring, training, promotion or any other employment practices for reasons of race, color, religion, gender, national origin, age, sexual orientation, marital or veteran status, disability, or any other legally protected status. minimum requirements ph.d. in biology, biochemistry or related fields with 2+ years of relevant experience.an exceptional record of accomplishments that demonstrate innovation, productivity and capability to work in a challenging, collaborative and interdisciplinary research structure.demonstrated ability to initiate, lead and contribute to projects involving target identification, cell signaling pathway dissection, disease biology understanding using small molecules and/or genetic approaches to answer key questions.pragmatic risk taking to create new hypotheses and drug finding opportunities and interest in engaging with peers for the design and implementation of these ideas. why consider novartis?  750 million. that’s how many lives our products touch. and while we’re proud of that fact, in this world of digital and technological transformation, we must also ask ourselves this: how can we continue to improve and extend even more people’s lives?  we believe the answers are found when curious, courageous and collaborative people like you are brought together in an inspiring environment. where you’re given opportunities to explore the power of digital and data. where you’re empowered to risk failure by taking smart risks, and where you’re surrounded by people who share your determination to tackle the world’s toughest medical challenges.  we are novartis. join us and help us reimagine medicine. divisionnibr business unit cbt - nibr countryusa work location cambridge, ma company/legal entitynibri functional area research & development job typefull time employment type regular",d36d19d17b61dab0
379,"SENIOR RESEARCH SCIENTIST, NEIDL Research",Boston University,,Boston,MA, , ,"immunochemical analysis of granulomas and isolation of phenotypic characterization of macrophages from tb granuloma perform facs analysis, in vitro culture and infection of bone marrow-derived macrophages. analysis of cytokine gene expression and cell death pathways. develop and test noval congenic mouse models perform analysis of gene expression including preparation of libraries for rna-seq. design, execute, interpret and present data to pi and prepare manuscripts for publications and at national and international conference meetings.   required skills doctoral degree with 5 -8 years of experience.   boston university is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability status, protected veteran status, or any other characteristic protected by law. we are a vevraa federal contractor.  required experience",73ea9dfca1d3b224
380,"Research Scientist, Cell Bank",Cystic Fibrosis Foundation,,Lexington,MA, , ,"the cystic fibrosis foundation (cff) and its employees embrace their commitment to its core values. these core values are the pillars on which cff stand and will continue to sustain us as we move forward. keep sight of what really matters: our decisions are based on what is best for people with cystic fibrosis and their families. aspire for excellence in all we do: we take pride in our work. we are committed to continuous learning and improvement. stronger together: we collaborate and work together so that we can learn more and achieve more. innovate with courage: we embrace challenges. we reach beyond boundaries in pursuit of our vision. care about our people: we deeply care about each other and all who support our shared mission. we listen with respect. we support one another. position summary: oversee all cell bank operations: lead a small team of researchers; supervise and participate in the isolation, cultivation, preservation, qc, and distribution of primary cells from human nasal, lung and intestinal tissue; effectively manage regulatory and administrative paperwork; key contact for the cfft lab interactions with external study directors and principal investigators; communicate effectively with external collaborators. essential duties and responsibilities: contribute to the development of new and improved protocols and models in support of internal and external projects. supervise, with hands-on involvement, the completion and accuracy of critical lab work. ensure an effective workflow and documentation in compliance with regulatory requirements. prepare and present data at meetings. work independently and as part of the team. knowledge, skills and abilities required: b.s. in biological sciences and 10+ years of laboratory experience. or, ms with 8+ years in the development and execution of procedures for primary cell isolation, expansion and cryopreservation. leadership/management competency. good communication skills (verbal and written). handle multiple tasks, prioritize and keep organized to ensure timely and accurate work. ability to concentrate on details. excellent working knowledge of microsoft office including outlook, word, excel plus scientific software for data recording and analysis. reporting relationships: reports to fellow scientist or designated manager of cell bank and will have 2-3 direct reports at or above research associate level. working conditions: commute to lab every workday - must have access to reliable transportation. occasional evening and weekend work in the lab. annual/biannual travel to scientific or technology-focused meetings as necessary. sitting, bending, reaching, and walking. ability to lift heavy objects (not to exceed 30 lbs.) for set-up of lab equipment. the above is intended to describe the general content of and requirements for the performance of this job. it is not to be construed as an exhaustive statement of essential functions, responsibilities or requirements.",85325a6152bde166
381,Statistical Programmer,PTS Advance,,Boston,MA, , ,"statistical programmer:  company: pharmaceutical industry  education:bs  job description: understanding of regulatory requirements relevant to clinical programming and clinical study practices, procedures and methodologies. proven communications skills, and ability to work well with others. the candidate will contribute to standard programs development to be used across the trials for data review. he/she will also perform programming for statistical analysis.  skills:  hands-on experience in cdisc tfl development is a must. proven experience in development of advanced macros. knowledge of recist. ideally 6+ years of experience in programming in clinical development in pharma or cro. advanced sas skills is a must. the candidate should be able to work independently with minimum guidance. strong sas experience and proven skills in the use of sas within a programming environment to develop and validate deliverables must have sdtm/adam/tfl programming experience pharmaceutical industry sas programming experience who is strong in sas programming",af425ace272f5f02
382,Scientist I Molecular Virology,Harvard University,,Boston,MA, , ,"job coders0158 scientist i duties & responsibilities the yang group in the department of microbiology at harvard medical school is currently recruiting a molecular virologist to work with a team of medicinal chemists, biochemists, and structural biologists in developing novel small molecule antivirals. preference will be given to individuals with prior experience with flaviviruses, but applicants with experience in any area of positive-strand rna virology are encouraged to apply. most important is that you thrive working in a collaborative and fast-paced environment and that you are willing to learn and evolve as a scientist. this can be a great position if you aren’t sure if you are sitting on the academia versus industry fence because you can learn skills relevant to the industry while still training in an academic environment (i.e. answering questions is more important than making products). basic qualifications ph.d. in molecular virology including prior work with flaviviruses, hepatitis b virus, or other relevant molecular virology experience.must be proficient in molecular biology techniques required for performing reverse genetics experiments to generate and characterize recombinant viruses. two or more years relevant post-doctoral and/or post-graduate training may be counted. additional qualifications the successful candidate will have experience in analyzing viral gene expression and viral genome replication. ability to independently design experiments to address mechanistic questions. excellent quantitative and communication skills and ability to collaborate are essential, strong oral/written communication skills, strong accuracy and attention to detail, and the ability to manage multiple projects and priorities to achieve desired goals. knowledge and skill in applying quantitative methods to biological problems and experiments, including analysis of data by nonlinear regression.experience managing and mentoring junior scientists in the laboratory.computer literacy with emphasis on windows operating systems and software applications; working knowledge of microsoft office, adobe photoshop, adobe illustrator, metamorph, imagej or other imaging software, filemaker pro additional information this is a two-year term position with strong potential for renewal.  harvard offers an outstanding benefits package including:  time off: 3 - 4 weeks paid vacation, paid holiday break, 12 paid sick days, 11.5 paid holidays, and 3 paid personal days per year.  medical/dental/vision: we offer a variety of excellent medical plans, dental & vision plans, all coverage begins as of your start date.  retirement: university-funded retirement plan with full vesting after 3 years of service.  tuition assistance program: competitive tuition assistance program, $40 per class at the harvard extension school and discounted options through participating harvard grad schools.  transportation: harvard offers a 50% discounted mbta pass as well as additional options to assist employees in their daily commute.  wellness options: harvard offers programs and classes at little or no cost, including stress management, massages, nutrition, meditation, and complementary health services.  harvard access to athletic facilities, libraries, campus events and many discounts throughout metro boston.  the harvard medical school is not able to provide visa sponsorship for this position.  job functionresearch sub-unit - locationusa - ma - boston department microbiology time statusfull-time union 00 - non union, exempt or temporary salary grade058 pre-employment screening criminal, education, identity eeo statement we are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, gender identity, sexual orientation, pregnancy and pregnancy-related conditions, or any other characteristic protected by law.",f1e5e000d7a7b099
383,Space Analyst - Research Space Management (Biomedical resear...,Massachusetts General Hospital(MGH),,Boston,MA ,02114,Back Bay-Beacon Hill area,"we are seeking an individual with (extensive) experience in a biomedical research laboratory, preferably with lab manager experience, as well as applicable education.   incumbent serves as a member of the staff of the research space management group and is responsible for identifying and evaluating critical contributors to the efficient use of leased and owned space by research scientists at mgh.   will identify, categorize, analyze, allocate, and manage space utilized by researchers.   will work with rsmg management and scientists to develop a coordinated approach to the employment of research space.   will serve as a contact regarding space and space-related requirements and as an intermediary between certain groups and various hospital departments responsible for providing research laboratory facilities. meets with department directors, center directors, program directors, principal investigators, and other management representatives to investigate past, present, and future program resource utilization (including space, grant dollars, capital equipment and staff) in order to ascertain present and future space-related requirements for research departments, centers, programs, and cores.   provides an informed scientific and technical perspective during discussions and negotiations with users, architects, and planners regarding the design of options leading to the most efficient utilization of space assigned to research activities.   makes recommendations regarding the use of resources to support activities designed to increase the efficient use of research space. responsible for representing and protecting the interests of the research community during discussions related to utilization of space.   qualifications  bachelor's degree required.   must have sufficient knowledge of how research programs functions to be able to identify inter-program sharing and reallocation of resources so that resource utilization is attributed to the research site where the research actually occurs rather than merely to the administering department. the incumbent embodies a unique combination of scientific training and background, analytical skills, and spatial abilities and is responsible for developing and maintaining a familiarity with and an understanding of the basic, applied, and clinical research on going at mgh. experience as a member of staff in a research laboratory.  eeo statement  mgh is an equal opportunity employer and the rsmg department functions without bias regardless of race, ethnicity, gender, gender identity, religion, age, sexual orientation, disabilities, life experiences, geographic backgrounds, skills and talents.  primary location: ma-boston-mgh main campus work locations: mgh main campus 55 fruit street boston 02114 job: professional/managerial organization: massachusetts general hospital(mgh) schedule: full-time standard hours: 40 shift: day job employee status: regular recruiting department: mgh research and space management job posting: sep 3, 2019",d86844c71236355e
384,"Senior Associate Scientist, Preclinical Study Management",Biogen,,Cambridge,MA ,02142,East Cambridge area,"the senior associate scientist, study management position will report to the associate director of study management and operations within preclinical safety. the senior associate scientist, study management position will report to the associate director of study management and operations within preclinical safety. the position primarily involves coordinating late discovery and development programs while effectively setting and meeting study and program specific timelines and milestones. the person in this role will assume primary responsibility as liaison between preclinical safety and various contract sites and numerous internal contacts.  direct responsibilities will include, but not be limited to: responsible for coordinating and managing all aspects of studies conducted at contract research organizations, including but not limited to: contracting, protocol development, study monitoring, data review, timelines, data review and reportingresponsible for communicating and coordinating with vendors, preclinical safety functions and across supporting functional areasensure controlled documents are current, study data is properly stored, budgets are projected for program supportsupport the preparation of preclinical sections of regulatory submission documents as requiredauthor/reviewer of preclinical safety-related standard operating procedures qualifications 8 + years of experience in the pharmaceutical industry with demonstrated ability to effectively run and manage preclinical safety studies strong communication and organizational skillsthorough knowledge of glp compliance and study managementcritical thinking, negotiation and leadership skills a mustability to productively collaborate across functionsproject management skills a plus education bs or ms in scientific field (biology, biotechnology, toxicology, veterinary medicine) employment categoryfull-time regular experience level associate",d6b1d53299e6b529
385,"Scientist, Structural Biology & Crystallography",FogPharma,,Cambridge,MA, , ,"we are seeking a highly motivated scientist to join the structural biology group to structurally characterize novel compounds that target undruggable proteins. the candidate should be a team player with a broad knowledge of protein biochemistry and deep experience in x-ray crystallography, a passion for scientific research as applied to drug discovery and development, and be eager to work in a fast-paced multidisciplinary environment.  job responsibilities   crystallization and structure determination of protein-ligand complexes expression and purification of recombinant target proteins detailed analysis of protein-ligand structures, and interpretation / integration with accompanying biochemical and biophysical data  job requirements   phd in biochemistry, chemistry, structural biology, or related field 1 to 3 years relevant industry experience extensive experience with all aspects of protein crystallography, including crystallization, data collection, and structure determination. experience with mosquito or art robbins robotics is a plus. aptitude with detailed structural analyses and integration of structural observations with biochemical and biophysical data strong communication skills, particularly the visual presentation of structural data extensive experience with protein expression and purification. experience with insect cell expression is a plus. familiarity with in vitro biochemical methods, particularly ligand-binding assays (e.g. pulldowns, spr/biacore, fp, fret, itc, etc), or other structural biology techniques (such as cryoem, saxs, or microed) independence, initiative, focus, willingness to take on responsibility and continually pursue self-improvement ability to work in a team, communicate, and give/receive constructive feedback high attention to detail, excellent organizational and documentation skills",1d854791baa17662
386,"Scientist, Discovery Biology",Forma Therapeutics,,Watertown,MA ,02472, ,"position description forma therapeutics, inc. is seeking talented and highly motivated scientist with experience in small molecule drug discovery to join our expanding research team in watertown, ma. the successful candidate will have demonstrated success in target validation and assay development (cell and biochemical) to support lead optimization. other important qualifications include a commitment to scientific excellence, the ability to design and execute experiments to drive decision making and to troubleshoot and solve technical and logistical problems. the successful candidate must be able to work productively in a team setting and be able to adapt to the changing needs of the company. excellent communication skills are required. key tasks and responsibilities design, execute and interpret biological experiments to drive early discovery and lead optimization projects execute studies for target validation and provide recommendation for go/nogo decisions manage cros for outsourced studies manage and mentor junior colleagues skills and attributes experience in the design and execution of biochemical and cell-based assays to probe compound mechanism of action, target engagement and the phenotypic consequences of target modulation in cells. experience in oncology is preferred. exposure to translational sciences a plus. ability to manage the technical and strategic needs of projects, and to concisely communicate results and recommendations. leadership experience is a plus. excellent written and verbal communication skills required excellent organizational skills with the ability to manage large data sets is a must. education and experience ph.d. in biology or a life science with post-doctoral experience leading to publications in peer reviewed journals. industry experience is a plus. about forma forma therapeutics is focused on the discovery, development and commercialization of transformative medicines that will make a difference for patients in need. a fully-integrated biopharmaceutical company, forma’s validated, proprietary r&d engine combines deep biology insight, chemistry expertise and clinical development capabilities to create differentiated drug candidates with best-in-class or first-in-class potential. forma has delivered high-value clinical candidates to its partners and generated a broad proprietary portfolio of programs, ranging from pivotal to preclinical-stage, with the potential to provide profound patient benefit in hematology, oncology, and metabolism indications. www.formatherapeutics.com",b4162d3c4c292368
387,Senior Data Scientist,Arrayo,,Cambridge,MA, , ,"skills established computational biology or data science experience in the life sciences domain. you are intrinsically curious…you’re not afraid to brainstorm new ideas that challenge the status quo…you value working and collaborating with sincere scientific colleagues you know how to move data around and integrate and visualize it; strong background/experience with etl, data mining, statistical analysis, data processing with very large amounts of data you have intimate knowledge of challenge structured, semi-structured, and unstructured data use cases big, undefined problems and petabytes don’t frighten you, rather, they inspire you, and you can’t imagine your career moving in any other direction but into the eye of these challenging but rewarding problems extensive experience with algorithms and data processing. strong statistical programming skills (python, r, perl). experience analyzing medical, genomic, biological or chemical information. experience with large multivariate data sets, nlp and machine learning. education a phd in computer science, computational biology, computational chemistry, bioinformatics or related computational science discipline is preferred. highly experienced candidates with a relevant ms or mba degree are also preferred.  experience a minimum of 10+ years industry/consulting or relevant academic experience is required.  description we are building the next generation of big data and decision support tools to optimize the efficiency and efficacy of research and development. in this mission critical role, you will define the technical vision and strategic direction for next-generation data science efforts, optimizing existing approaches as well as cultivating durable big data, iot/real-time, and scientific data science architectures. this position requires a candidate with a well-established and demonstrable track record of harvesting complex research use cases and converting them into powerful and flexible solutions comprising an effective composite of sourced and internally developed software and infrastructure. the end game is an efficient big data enterprise architecture and tool suite that empowers research scientists to efficiently accomplish collaborative data science and decision making across the r&d pipeline, irrespective of the difficulty of the use case. this requires a flexible architecture and fluid tool suite for any and all combinations of structured, semi-structured, and unstructured data related to a variety of research related disciplines such as genomics, target validation, network medicine, and candidate discovery, as well as development related disciplines such translational medicine, competitive intelligence, trial design, safety, and health outcomes analysis.  essential duties & responsibilities define and lead a bold agenda around the use of data in new creative ways and develop the architectures and tools that allow data scientists to reduce it to common practice lead, influence, and mentor data scientists and software engineers within a cross-functional environment work with multiple, complex data sources at large scale influence big data and machine learning efforts to build predictive models and identify new data sources/patterns that add significant signal to predictive modeling capabilities. apply a broad array of skills spanning machine learning, biostatistics, mathematics, modeling, simulation, text-mining/nlp, data-mining, pathway/network analysis communicate and champion strategic, long-range, and capital proposal and usage plans with high-level management in it, finance, business-line, and strategy functions use advanced visualization tools such as spotfire, tableau or similar applications. investigate complex data structures, perform statistical data analysis, standardization and multivariate data analyses and report conclusions.",f7217dfc77869370
388,"Software Engineer, Machine Learning",Perceptive Automata,,Boston,MA, , ,"at perceptive automata we use our understanding of human behavior, computer vision, and machine learning to make autonomous vehicles safer for people on and near the road.  our growing advanced r&d team spearheads the exploration and prototyping of cutting-edge software techniques that feed into our production pipeline. the results of these efforts impact a wide range of projects throughout the organization including in-vehicle perception and prediction, model training and evaluation, data analysis, and simulation.  in this role you will be responsible for a variety of projects related to training and analyzing our core models as well as pushing them into production.   strongly preferred skills & background bs/ms in computer science (or equivalent work experience) 2-5 years building software for commercial or research purposes strong python and/or c++ programming skills strong communication skills - both written and verbal experience training convolutional neural networks on large-scale image and video datasets. specific experience with deep learning including some of the following: applying deep learning to any of the following areas: action recognition, action detection, tracking, detection, pose estimation, depth estimation, semantic segmentation, instance segmentation, multimodal learning, multi-task learning. training generative models researching explainable deep learning. scaling deep learning frameworks to distributed systems for hyperparameter optimization and neural architecture search. optimizing the performance of deep learning models for constrained hardware. also helpful experience developing a commercial av stack would be great but isn’t strictly required previous contributions to research efforts with publications in peer-reviewed journals benefits year-end week-long shutdown, 3 weeks paid vacation & 11 holidays 100% premium paid health insurance monthly transit or parking benefit provided by perceptive automata flexible spending & dependent care accounts health care reimbursement account (50% or more of your deductible covered by perceptive automata) eye & dental insurance flexible maternal & paternal leave equity-based compensation efficient 401k plan  perks:  modern urban office space with natural light and greenery lunch provided daily by local union square restaurants unlimited healthy snacks & beverages journal clubs, guest speakers & learning opportunities in-office gaming, board games & books office lending library company outings diverse events organized by team members on an ad-hoc basis company overview perceptive automata is a machine learning and computer vision company started by harvard and mit scientists that is developing a novel approach to help make autonomous vehicles safer for others on (or near) the road. we are supported by top silicon valley investors and global car makers and are growing rapidly in response to increasing demand for this technology.",593e4f96ec0cadf3
389,"Research Scientist Chemical Biology, Chemical Proteomics",Vertex Pharmaceuticals,,Boston,MA ,02210,South Boston area,"we are seeking a talented chemical biologist to join the chemical biology group in the boston research organization. we are looking for a passionate professional to help in our efforts to discover transformative new therapies for patients in need. this position will work as part of project teams at the intersection of chemistry, biology, and genetics to identify and validate new targets for the treatment of serious genetic diseases. the scientist in this role will work closely with chemists and biologists to plan and execute experiments designed to identify and validate the targets of small molecules in cells and to understand the role of new targets in disease contexts. this work will include the use of mass spectrometry based proteomics, including the development and implementation of novel methods, to identify and characterize small-molecule interactions with proteins, protein-protein interactions, and cellular responses to perturbations. the ideal candidate will have a background in proteomics as well as target identification and validation and a strong track record of collaboration with biologists and chemists. experience in quantitative proteomics, chemical proteomics, and chemical genetics is required. preference will be given to candidates with experience in phenotypic target discovery, cell culture, and pathway biology. experience in non-mass spectrometry based methods for proteomics is also a plus. strong collaboration and communication skills are essential.  key responsibilities: planning and carrying out proteomics experiments on samples from biochemical, cellular, and in vivo studies. preparation of samples, including from cells and tissues, to support proteomics studies including protein digestion, isobaric tagging and peptide purification. development and implementation of new and existing methods, including helping to set strategy for continued technology development at vertex. data analysis, interpretation, and visualization of data to develop new hypotheses. presentation of hypotheses and data to project teams and senior management. #li-bs1  qualification: phd (or equivalent) in and significant hands-on experience in chemical proteomics, chemical biology, or a related field. additional experience (2+ years) in chemical biology, genomics, target identification, pathway biology, or a related field. strong scientific understanding of molecular biology, genomics, and biological pathways. strong data analysis skills and a demonstrated ability to integrate information from different sources to generate testable hypotheses. a personal commitment to increasing diversity and inclusion at vertex and throughout science.",ca8946827e6dcb57
